"","STRUCTURE_NUMBER_008","YEAR_BUILT_027","COUNTY_CODE_003","DECK_COND_058","LAT_016","LONG_017","TOTAL_IMP_COST_096"
"491","B05013400180000",1973,9,"7",44302701,88010655,0
"492","B05013400190000",1973,9,"7",44302515,88010300,2652
"493","B05013400200000",1973,9,"6",44302636,88010701,2515
"494","B05013400210000",1973,9,"7",44302405,88010387,1180
"495","B05013400220000",1973,9,"7",44302355,88005877,0
"496","B05013400230000",1973,9,"7",44302332,88005898,0
"497","B05013400240000",1973,9,"7",44302223,88005518,0
"498","B05013400250000",1973,9,"6",44302207,88005008,2618
"499","B05014100000000",1971,9,"8",44304200,87595400,887
"500","B05014300000000",1974,9,"7",44291301,88050262,0
"501","B05014400000000",1974,9,"7",44285648,88043841,0
"502","B05014700000000",1974,9,"8",44283863,88031712,0
"503","B05014800000000",1974,9,"7",44283766,88032004,0
"504","B05014900000000",1975,9,"8",44283450,88025941,0
"505","B05015000000000",1975,9,"8",44281302,88015315,0
"506","B05015100000000",1973,9,"7",44284349,88035093,0
"507","B05015200000000",1973,9,"8",44283799,88035809,0
"508","B05015300000000",1973,9,"6",44285090,88034567,0
"509","B05015400000000",1973,9,"7",44295664,87594212,1346
"510","B05015500000000",1974,9,"N",44290774,88045514,0
"511","B05015600000000",1974,9,"N",44285400,88050000,0
"512","B05015700000000",1973,9,"8",44314352,87593576,0
"513","B05015800010000",1980,9,"8",44313600,87594800,0
"514","B05015800020000",1980,9,"8",44313600,87595400,0
"515","B05015800030000",1980,9,"8",44314200,87600000,0
"516","B05015800040000",1980,9,"8",44314200,88000600,0
"517","B05015800050000",1980,9,"8",44314200,88000600,0
"518","B05015800060000",1980,9,"8",44314800,88001200,0
"519","B05015800070000",1980,9,"8",44314800,88001800,0
"520","B05015800080000",1980,9,"8",44314800,88002400,0
"521","B05015800090000",1980,9,"8",44314800,88003000,0
"522","B05015800100000",1979,9,"8",44315400,88003600,0
"523","B05015800110000",1980,9,"8",44315400,88004200,0
"524","B05015800120000",1980,9,"8",44315400,88004800,0
"525","B05015800130000",1980,9,"8",44320000,88005400,0
"526","B05015800140000",1980,9,"8",44320000,88010000,0
"527","B05015800150000",1980,9,"8",44320000,88010600,0
"528","B05015800160000",1980,9,"8",44320000,88011200,0
"529","B05015800170000",1980,9,"8",44320600,88011800,0
"530","B05015800180000",1980,9,"8",44320600,88012400,2121
"531","B05016200000000",1999,9,"7",44212019,88111699,0
"532","B05016300000000",1988,9,"N",44233973,88092060,0
"533","B05016500000000",2000,9,"7",44234938,88091427,0
"534","B05016700000000",1983,9,"6",44255685,88063729,0
"535","B05016900000000",1986,9,"N",44254954,88063871,0
"536","B05017100000000",1984,9,"7",44280000,88012400,0
"537","B05017200000000",1984,9,"7",44280152,88012565,0
"538","B05017300000000",1984,9,"7",44275241,88005672,0
"539","B05017400000000",1984,9,"7",44275215,88005984,0
"540","B05017500000000",1982,9,"7",44274368,88003354,0
"541","B05017600000000",1982,9,"7",44274415,88003861,0
"542","B05017700000000",1984,9,"7",44273860,88002015,0
"543","B05017800000000",1984,9,"7",44273805,88002246,0
"544","B05017900000000",1984,9,"7",44272045,87593206,0
"545","B05018000000000",1984,9,"7",44272012,87593506,0
"546","B05018100000000",1984,9,"7",44271220,87585041,0
"547","B05018200000000",1984,9,"7",44271080,87585203,0
"548","B05018300000000",1979,9,"N",44271514,87584679,0
"549","B05018400000000",1979,9,"N",44271020,87584695,0
"550","B05018500000000",1980,9,"7",44271145,87580162,0
"551","B05018600000000",1980,9,"7",44265400,87573600,0
"552","B05018700000000",1981,9,"6",44261763,87553883,0
"553","B05018800000000",1981,9,"7",44261648,87554047,0
"554","B05018900000000",1980,9,"6",44260289,87550277,0
"555","B05019000000000",1980,9,"7",44271016,87573798,0
"556","B05019100000000",1979,9,"N",44272510,87575325,0
"557","B05019200000000",1980,9,"N",44271882,87574397,0
"558","B05019300000000",1981,9,"7",44272063,87574752,0
"559","B05019400000000",1981,9,"7",44273677,87574343,0
"560","B05019500000000",1979,9,"N",44283600,87573000,0
"561","B05019600000000",1980,9,"7",44275210,87572370,0
"562","B05019800000000",1981,9,"7",44280425,87570926,0
"563","B05020000000000",2000,9,"7",44234795,88091357,0
"564","B05020100000000",1981,9,"7",44282386,87564602,0
"565","B05020200000000",1981,9,"7",44291500,87562657,0
"566","B05020300000000",1981,9,"6",44291326,87562483,0
"567","B05020400000000",1977,9,"N",44300396,87561014,0
"568","B05020500000000",1979,9,"7",44300780,87561350,0
"569","B05020600000000",1979,9,"7",44300373,87561187,0
"570","B05020700000000",1978,9,"7",44304042,87563531,0
"571","B05020800000000",1979,9,"7",44305737,87565439,0
"572","B05020900000000",1979,9,"7",44305714,87565080,0
"573","B05021000000000",1979,9,"7",44305767,87564949,0
"574","B05021100000000",1979,9,"8",44295400,87570600,0
"575","B05021200000000",1979,9,"7",44310603,87571416,0
"576","B05021300000000",1979,9,"7",44310689,87571023,0
"577","B05021400000000",1979,9,"7",44311336,87570358,0
"578","B05021500000000",1979,9,"7",44310731,87572234,0
"579","B05021600000000",1979,9,"7",44310856,87571833,0
"580","B05021700000000",1979,9,"6",44313150,87562540,0
"581","B05021800000000",1979,9,"7",44313013,87562755,959
"582","B05021900000000",1979,9,"7",44311140,87580441,0
"583","B05022000000000",1979,9,"7",44311280,87580235,0
"584","B05022100000000",1978,9,"7",44313251,87590820,0
"585","B05022200000000",1978,9,"7",44313304,87590596,0
"586","B05022300000000",1978,9,"7",44313500,87590460,0
"587","B05022400000000",1978,9,"6",44313783,87591909,0
"588","B05022500000000",1978,9,"6",0,0,0
"589","B05022600000000",1978,9,"7",44322118,88012921,0
"590","B05022700000000",1978,9,"6",44330844,88023418,0
"591","B05022900000000",1988,9,"8",44354991,88131287,0
"592","B05023000000000",1988,9,"8",44354907,88131499,0
"593","B05023100000000",1988,9,"N",44351755,88115553,0
"594","B05023400000000",1979,9,"6",44193879,87500958,0
"595","B05023500000000",1976,9,"5",44162813,87565675,0
"596","B05023700000000",1979,9,"N",44240376,87530384,0
"597","B05023800000000",1978,9,"5",44344213,87533537,0
"598","B05023900000000",1980,9,"7",44204732,87504397,0
"599","B05024000000000",1980,9,"7",44221699,87514259,0
"600","B05024100000000",1980,9,"7",44221579,87513970,0
"601","B05024200000000",1980,9,"6",44230829,87522101,0
"602","B05024300000000",1981,9,"6",44241309,87531460,0
"603","B05024400000000",1980,9,"7",44241359,87531292,0
"604","B05024500000000",1980,9,"7",44245414,87534606,0
"605","B05024600000000",1980,9,"6",44245291,87534311,0
"606","B05024700000000",1980,9,"7",44254685,87542643,0
"607","B05024800000000",1980,9,"5",44254558,87542272,0
"608","B05024900000000",1980,9,"N",44355649,88141277,0
"609","B05025000000000",1980,9,"N",44274304,87580074,0
"610","B05025100000000",1986,9,"5",44150023,88101920,0
"611","B05025200000000",1988,9,"N",44355700,88141284,0
"612","B05025300000000",1976,9,"N",44161217,88072145,0
"613","B05025400000000",1980,9,"6",44212321,87510519,0
"614","B05025500000000",1984,9,"7",44310234,88002454,0
"615","B05025600000000",1979,9,"N",44305875,87483029,0
"616","B05025700000000",1980,9,"7",44302753,87544475,0
"617","B05025800000000",1979,9,"7",44240388,88034656,0
"618","B05025900000000",1985,9,"N",44184816,88072469,0
"619","B05026000000000",1986,9,"6",44393672,88132532,0
"620","B05026100000000",1928,9,"6",44373182,88044775,0
"621","B05026200000000",1981,9,"7",44151394,88070647,0
"622","B05026300000000",1981,9,"5",44271686,88054324,0
"623","B05026400000000",1987,9,"7",44242098,88031238,0
"624","B05026500000000",1983,9,"N",44184953,87574268,0
"625","B05026600000000",1964,9,"7",44284323,88042135,0
"626","B05026700000000",1982,9,"6",44252436,88022979,0
"627","B05026800000000",1988,9,"N",44214551,88052446,0
"628","B05026900010000",1986,9,"7",44305400,88010600,0
"629","B05026900020000",1986,9,"7",44305400,88010600,0
"630","B05026900030000",1986,9,"7",44305400,88010600,0
"631","B05027000000000",1983,9,"7",44300480,87561614,0
"632","B05027100000000",1998,9,"N",44340178,87460214,0
"633","B05027200000000",1983,9,"7",44192894,88095175,0
"634","B05027300000000",1989,9,"8",44142549,87543681,0
"635","B05027400000000",1983,9,"5",44184884,88034110,0
"636","B05027500000000",1984,9,"7",44303648,87593480,0
"637","B05027600000000",1985,9,"7",44323685,87463024,0
"638","B05027700000000",1985,9,"8",44191960,87543019,0
"639","B05027800000000",1987,9,"6",44334880,88072691,0
"640","B05027900000000",1988,9,"6",44332981,88034807,0
"641","B05028000000000",1989,9,"N",44285923,88051225,0
"642","B05028100000000",1989,9,"N",44224365,87572334,0
"643","B05028200000000",1989,9,"7",44335873,87455176,0
"644","B05028300000000",1989,9,"7",44212657,88055530,0
"645","B05028400000000",1987,9,"6",44303000,88011200,332
"646","B05028500000000",1990,9,"7",44305346,88000648,0
"647","B05028700000000",1990,9,"7",44335100,88043061,0
"648","B05028800000000",1994,9,"8",44270679,87565476,0
"649","B05028900000000",1993,9,"N",44263931,87561498,0
"650","B05029000000000",1994,9,"8",44291560,87520091,0
"651","B05029100000000",1990,9,"N",44365173,88131110,0
"652","B05029200000000",1991,9,"8",44375798,88030468,0
"653","B05029300000000",1993,9,"7",44272382,88010290,0
"654","B05029400000000",1993,9,"N",44151983,88075868,0
"655","B05029500000000",1991,9,"8",44170471,88094633,0
"656","B05029600000000",1992,9,"N",44334269,88050515,0
"657","B05029700000000",1991,9,"N",44332943,88060996,0
"658","B05029800000000",1994,9,"6",44273344,87584170,0
"659","B05030000000000",1993,9,"8",44240643,87493532,0
"660","B05030100000000",1994,9,"8",44231160,88044788,0
"661","B05030200000000",1994,9,"8",44374704,88112414,0
"662","B05030400000000",1992,9,"7",44302940,87583174,0
"663","B05030500000000",1999,9,"7",44211944,88111842,0
"664","B05030600000000",1999,9,"7",44211800,88111565,0
"665","B05030700000000",1996,9,"8",44262794,87553980,0
"666","B05030800000000",1996,9,"7",44175648,88073638,0
"667","B05030900000000",1996,9,"7",44210023,88061802,0
"668","B05031000000000",1996,9,"8",44275880,88083598,0
"669","B05031100000000",1998,9,"8",44310636,88010174,0
"670","B05031200000000",2000,9,"7",44403835,88030272,0
"671","B05031300000000",2000,9,"7",44394398,88030209,0
"672","B05031400000000",1993,9,"7",44314878,87560948,0
"673","B05031500000000",1994,9,"8",44311272,87550174,0
"674","B05031600000000",2002,9,"N",44250090,88072069,0
"675","B05031700000000",1999,9,"N",44320871,87523318,0
"676","B05032100000000",2000,9,"7",44321901,87525049,0
"677","B05032200000000",1999,9,"N",44330896,87525116,0
"678","B05032300000000",1999,9,"7",44321731,87524940,0
"679","B05032400000000",1997,9,"8",44151741,87551100,0
"680","B05032500000000",1995,9,"N",44191443,88074972,0
"681","B05032600000000",1995,9,"N",44255941,88021958,0
"682","B05032700000000",1998,9,"8",44324831,88050632,1642
"683","B05032800000000",1998,9,"8",44324835,88050566,1642
"684","B05032900000000",1998,9,"8",44301800,87590600,592
"685","B05033000000000",2002,9,"8",44355356,88112578,0
"686","B05033100000000",1998,9,"8",44283776,88040583,0
"687","B05033200000000",1998,9,"7",44284560,88040179,0
"688","B05033300000000",1998,9,"7",44284674,88035883,0
"689","B05033400000000",1998,9,"7",44284514,88040208,538
"690","B05033500000000",2000,9,"6",44170431,88075112,0
"691","B05033600000000",2000,9,"8",44194112,87504872,0
"692","B05033700000000",2001,9,"8",44260821,88012915,0
"693","B05033800000000",1999,9,"N",44283472,88063420,0
"694","B05033900000000",2007,9,"7",44270600,88035400,0
"695","B05034500000000",2003,9,"N",44331040,87525043,0
"696","B05034600000000",2002,9,"8",44205474,88094041,0
"697","B05034800000000",2002,9,"8",44333778,87525017,0
"698","B05035000000000",2002,9,"7",44282823,88002915,0
"699","B05035300000000",2005,9,"8",44380078,87463240,0
"700","B05035400000000",2005,9,"7",44375752,87463361,0
"701","B05035500000000",2005,9,"N",44281445,87595006,0
"702","B05035900000000",2002,9,"6",44300083,87544995,0
"703","B05036000000000",2005,9,"8",44312616,87542454,0
"704","B05036100000000",2004,9,"8",44150677,87550371,0
"705","B05036200000000",2004,9,"8",44365665,88111236,0
"706","B05036300000000",2004,9,"8",44230973,88112624,0
"707","B05036400000000",2004,9,"8",44254765,87550321,0
"708","B05036600000000",2002,9,"N",44183808,88060244,0
"709","B05036700000000",2003,9,"7",44285776,88030156,0
"710","B05036800000000",2003,9,"N",44281054,87581163,0
"711","B05036900000000",2003,9,"N",44281680,87585690,0
"712","B05037000000000",2005,9,"7",44310458,87542531,0
"713","B05037100000000",2004,9,"N",44283312,87585659,0
"714","B05037500000000",2005,9,"8",44282133,87550183,0
"715","B05038100000000",2015,9,"8",44193839,88100355,0
"716","B05038200000000",2009,9,"8",44210538,88085195,0
"717","B05038300000000",2009,9,"8",44273208,88084983,0
"718","B05038400000000",2009,9,"8",44233530,87485235,0
"719","B05038600000000",2010,9,"7",44285025,88041738,0
"720","B05038700000000",2009,9,"8",44285025,88041738,0
"721","B05038800000000",2010,9,"8",44272822,88044454,0
"722","B05038900000000",2011,9,"8",44275117,88035985,0
"723","B05039200000000",2012,9,"7",44295400,88110000,0
"724","B05040200000000",2014,9,"8",44333612,88074866,0
"725","B05040300000000",2014,9,"8",44332259,88075235,0
"726","B05060000000000",2011,9,"8",44254998,88064631,0
"727","B05060100000000",2011,9,"8",44254733,88063977,0
"728","B05060200000000",2011,9,"N",44285300,88044900,0
"729","B05060300000000",2011,9,"7",44255643,88063664,0
"730","B05060400000000",2013,9,"8",44255567,88063634,0
"731","B05060500000000",2012,9,"8",44255379,88063657,0
"732","B05060600000000",2013,9,"8",44264300,88054280,0
"733","B05060700000000",2013,9,"8",44264180,88054120,0
"734","B05060800000000",2013,9,"8",44264180,88054110,0
"735","B05060900000000",2013,9,"8",44270890,88052290,0
"736","B05061000000000",2012,9,"8",44271128,88052484,0
"737","B05061100000000",2014,9,"7",44284008,88044560,0
"738","B05061200000000",2014,9,"8",44281032,88044382,0
"739","B05061300000000",2012,9,"8",44272390,88051231,0
"740","B05061500000000",2011,9,"7",44273585,88050369,0
"741","B05061600000000",2015,9,"8",44275520,88045290,0
"742","B05061700000000",2015,9,"8",44275433,88045184,0
"743","B05061900000000",2015,9,"8",44280970,88044460,1327
"744","B05062100000000",2014,9,"8",44275526,88045121,0
"745","B05062200000000",2014,9,"7",44285976,88044838,0
"746","B05062300000000",2014,9,"8",44290387,88044898,0
"747","B05062500000000",2015,9,"8",44285966,88044831,0
"748","B05062700000000",2015,9,"8",44290442,88044857,0
"749","B05062800000000",2015,9,"8",44294300,88045430,0
"750","B05062900000000",2015,9,"8",44294220,88045230,0
"751","B05063000000000",2015,9,"8",44301280,88045686,0
"752","B05063100000000",2015,9,"8",44301066,88045457,0
"753","B05063200000000",2015,9,"8",44303023,88045837,0
"754","B05063300000000",2015,9,"8",44303247,88045652,0
"755","B05063400000000",2012,9,"8",44311254,88045748,0
"756","B05063500000000",2012,9,"8",44311174,88045513,0
"757","B05063700000000",2012,9,"8",44312628,88045646,0
"758","B05063800000000",2014,9,"8",44315200,88045400,0
"759","B05063900000000",2014,9,"8",44315200,88045400,0
"760","B05064000000000",2014,9,"8",44320500,88045000,0
"761","B05064100000000",2014,9,"8",44320500,88044900,0
"762","B05064200000000",2012,9,"8",44320942,88045022,0
"763","B05064400000000",2014,9,"8",44321851,88043927,0
"764","B05064500000000",2014,9,"8",44321579,88043952,0
"765","B05064600000000",2012,9,"8",44315300,88045300,0
"766","B05064700000000",2012,9,"8",44315300,88045300,0
"767","B05064800000000",2011,9,"8",44325412,88060198,0
"768","B05064900000000",2011,9,"8",44325346,88060396,0
"769","B05065000000000",2013,9,"8",44324503,88054003,0
"770","B05065100000000",2013,9,"8",44324510,88054362,0
"771","B05065300000000",2011,9,"7",44324494,88054476,0
"772","B05065400000000",2012,9,"8",44320600,88044800,0
"773","B05065500000000",2012,9,"8",44320600,88044800,0
"774","B05065600000000",2014,9,"8",44323552,88051662,0
"775","B05065700000000",2014,9,"8",44323618,88052094,0
"776","B05065800000000",2014,9,"8",44322382,88045358,0
"777","B05066000000000",2014,9,"8",44320258,88044770,0
"778","B05066100000000",2012,9,"8",44322556,88044740,0
"779","B05066300000000",2012,9,"8",44322268,88045412,0
"780","B05066600000000",2014,9,"8",44325510,88040766,0
"781","B05066700000000",2014,9,"8",44325169,88040830,0
"782","B05066900000000",2015,9,"8",44332412,88033420,0
"783","B05067100000000",2015,9,"8",44332415,88033473,13375
"784","B05067400000000",2015,9,"8",44333118,88032261,0
"785","B05067500000000",2015,9,"8",44333118,88032261,0
"786","B05067700000000",2014,9,"8",44333716,88031487,0
"787","B05067800000000",2015,9,"8",44332102,88024570,22702
"788","B05067900000000",2015,9,"8",44332760,88025690,12474
"789","B05068100000000",2015,9,"8",44334861,88025784,0
"790","B05068400000000",2012,9,"8",44343756,88025598,0
"791","B05068500000000",2014,9,"8",44352892,88025560,0
"792","B05068800000000",2012,9,"N",44311700,88045600,0
"793","B05068900000000",2011,9,"N",44321890,88045004,0
"794","B05069000000000",2012,9,"N",44322346,88044548,0
"795","B05069100000000",2011,9,"N",44322600,88043700,0
"796","B05069200000000",2011,9,"N",44323800,88042100,0
"797","B05069300000000",2014,9,"N",44330712,88035392,0
"798","B05071100000000",1942,9,"4",44375695,88031313,506
"799","B05071700000000",1948,9,"N",44273500,87570661,0
"800","B06000200000000",1949,11,"7",44313468,91414513,0
"801","B06000700000000",1953,11,"N",44144110,91455140,0
"802","B06000800000000",1954,11,"8",44341000,91460800,0
"803","B06001300000000",1951,11,"7",44044687,91385255,320
"804","B06001400000000",1951,11,"7",44045966,91391559,378
"805","B06001500000000",1951,11,"6",44053856,91401396,429
"806","B06001600000000",1951,11,"6",44055944,91405012,235
"807","B06001700000000",1951,11,"5",44065838,91413601,0
"808","B06001800000000",1951,11,"7",44071895,91421787,0
"809","B06002000000000",1955,11,"7",44242484,92010095,0
"810","B06002200000000",1955,11,"4",44075500,91331000,587
"811","B06002300000000",2009,11,"8",44202681,91552940,0
"812","B06002500000000",1956,11,"6",44263900,91463400,0
"813","B06002700000000",1957,11,"7",44175400,91421600,0
"814","B06002800000000",1956,11,"7",44041689,91325708,0
"815","B06002900000000",1958,11,"N",44150611,91510786,0
